id,hhb,hbo2,ca,na
11555,6.2752204,9.751792,7.1166687,10.651368
11556,8.276258,8.433053,5.3049946,9.41718
11557,10.772801,9.007512,7.04452,6.3312373
11558,9.62459,8.400953,6.439859,5.613728
11559,7.4840827,7.6463656,7.901516,2.2799325
11560,8.445268,9.359186,6.0382457,7.255588
11561,5.5689516,7.63146,10.307309,11.250067
11562,8.939778,6.9233403,9.302067,7.909621
11563,7.139171,9.011749,3.2091122,11.099886
11564,6.1819167,8.9717045,13.0405445,10.993766
11565,5.6038065,6.918183,8.288183,3.0384295
11566,5.538365,8.69818,6.113107,7.2432203
11567,6.7928123,7.2803955,4.947377,9.363004
11568,3.0224595,12.003384,9.183153,13.974968
11569,10.115207,10.828962,12.918286,10.016971
11570,5.427856,8.130179,13.394445,9.749074
11571,3.4737756,11.254368,10.00971,10.731147
11572,10.9084425,11.401885,14.378332,8.0527935
11573,7.8636518,10.688888,6.9616127,2.9593444
11574,5.0713043,8.909735,8.675596,5.774056
11575,8.599074,11.450374,7.446025,7.902569
11576,7.8812733,8.568729,8.992651,8.48214
11577,9.192122,6.600722,8.090354,5.31768
11578,5.27731,6.4231677,6.965592,8.838112
11579,3.6738594,2.2521746,6.9746566,8.213573
11580,7.759106,8.062601,4.084982,10.754276
11581,3.9524682,12.593675,6.7876115,13.036062
11582,6.6460357,10.24875,12.24735,8.762659
11583,7.6252904,11.324485,9.099994,8.904165
11584,7.2119827,5.4458385,9.996649,10.17155
11585,9.170113,7.707658,2.3078866,11.427184
11586,9.552722,13.3742895,5.4756947,6.665767
11587,2.8195446,5.6651344,8.635796,7.0926023
11588,7.0922713,7.649583,8.691209,8.213673
11589,8.3581295,9.641502,5.5894117,10.239397
11590,9.841341,9.486399,10.445665,7.747984
11591,6.726089,10.414134,10.236126,4.8700647
11592,5.26459,9.435784,6.1023393,11.276918
11593,12.226568,5.7478585,6.190716,7.4920273
11594,7.452936,8.867356,6.8816805,8.432557
11595,9.107734,7.1295404,10.9097395,7.754555
11596,7.5967846,9.658867,8.412102,7.011906
11597,6.5527015,5.436421,6.571328,11.227006
11598,5.39366,9.159472,9.018575,4.960837
11599,9.02818,10.98341,4.202448,12.4927
11600,4.137064,7.9983096,8.147365,10.604351
11601,6.6830664,6.464182,3.9530287,10.230497
11602,9.102312,5.4679623,6.8311725,2.9540434
11603,9.053904,9.278692,8.198708,10.632976
11604,8.229031,11.21503,11.336131,8.780851
11605,5.6103587,8.274059,5.0601683,9.256018
11606,11.722771,4.5635557,12.654772,8.693833
11607,11.05729,6.3798785,8.770096,9.306069
11608,10.670683,8.837541,5.9382463,9.229078
11609,12.156772,7.8086896,9.9438095,8.612885
11610,11.041836,7.138273,4.4171886,10.365907
11611,9.2424965,6.7542934,0.316297,3.899067
11612,3.2950933,10.096486,9.827629,9.343692
11613,8.12311,8.956794,13.01432,8.5760355
11614,10.812878,6.5785213,9.271215,8.392845
11615,9.092459,13.417029,6.7918873,2.9717462
11616,5.2389064,12.01882,7.3095,8.588253
11617,6.724997,10.096589,10.619945,9.032778
11618,7.052176,7.3728666,8.64227,8.058645
11619,9.087643,5.689291,3.9987807,11.493646
11620,15.787298,6.880448,9.327302,8.889244
11621,8.137453,8.965557,9.512668,7.723106
11622,6.6408167,9.362442,5.3369,6.7624216
11623,6.593841,8.915419,7.873669,6.034917
11624,9.10464,7.6235495,12.511742,6.396168
11625,5.687451,5.527557,6.8060718,10.6664295
11626,10.72456,9.070668,8.748355,9.081646
11627,12.179195,9.671342,11.693436,3.396906
11628,7.86588,10.058408,11.6270685,11.768725
11629,12.347701,10.263051,7.116295,8.276671
11630,10.418473,5.353775,7.0169415,8.139452
11631,8.96612,9.475474,8.648381,5.834046
11632,10.466183,9.136377,6.2447577,4.570187
11633,10.409197,11.172101,5.664178,7.284762
11634,7.3265576,11.620243,7.6394253,12.113965
11635,9.299799,9.49303,9.393788,8.488778
11636,9.284335,9.521921,6.280786,8.331203
11637,10.208696,7.663253,3.3090632,4.6463304
11638,10.762464,12.166707,8.107901,5.151173
11639,6.242879,6.5908775,10.216971,7.0859118
11640,3.330587,7.9232373,9.698879,10.819212
11641,4.499692,9.300738,8.508786,3.7980354
11642,6.306982,11.029062,7.061532,11.021662
11643,14.040993,9.172864,4.098938,6.459007
11644,5.62184,11.456563,8.954083,10.809839
11645,7.996532,9.257174,3.7195997,12.357541
11646,5.4291105,7.2607436,11.701386,13.553957
11647,13.106559,8.949206,9.103071,11.899333
11648,3.301338,12.87729,9.1005335,4.5495977
11649,5.7629695,11.932683,7.7617373,10.651945
11650,7.277706,4.798799,7.785565,9.332881
11651,8.22302,8.589173,8.173689,6.9593253
11652,8.56899,6.705752,0.9295132,6.9882092
11653,3.7164528,10.474294,3.9690697,6.528219
11654,14.32094,5.880475,4.14564,7.500043
11655,8.317816,7.176027,6.9443045,11.167345
11656,4.226801,5.197472,9.777626,7.8181562
11657,9.29684,6.394136,7.300509,10.845868
11658,9.302266,13.194548,3.9666936,10.622136
11659,9.934789,8.659872,8.613355,13.057619
11660,11.073917,4.828392,12.093701,8.712724
11661,9.377867,9.425795,7.923141,9.526539
11662,5.8665996,7.2052083,9.796177,2.6272182
11663,6.226381,6.3572397,7.7983093,10.024041
11664,12.336159,12.738885,11.045122,9.862373
11665,3.7031903,8.388155,10.086776,11.230255
11666,3.6577537,6.534476,7.514721,5.324941
11667,3.5142994,12.739364,13.509631,7.0548058
11668,5.9694242,12.495666,8.094086,9.210939
11669,8.806061,9.05903,8.253107,12.268694
11670,8.149855,10.160229,10.216103,3.9164324
11671,9.577549,5.758091,8.47695,5.1376014
11672,5.4814987,7.36315,9.289527,11.778618
11673,7.313028,13.286493,9.29281,6.2803507
11674,9.797484,10.363094,6.0809584,5.3359013
11675,6.8478856,7.4114122,8.398407,11.225874
11676,2.412886,8.813556,9.860305,8.542677
11677,5.873463,9.041977,6.7018213,7.472988
11678,0.729236,4.746407,3.525722,5.5096283
11679,4.762669,8.955014,4.994673,8.285758
11680,2.3229856,4.62965,9.4431095,5.666372
11681,6.762248,11.156854,11.667756,8.444252
11682,4.4304028,9.461996,12.43227,11.132984
11683,6.5886865,11.14141,12.089975,5.5670137
11684,6.0138893,6.4043374,4.649275,7.7889833
11685,4.6243567,9.265608,10.36893,9.593075
11686,8.739106,8.550153,8.507267,10.210888
11687,10.718931,7.680878,10.234669,8.738494
11688,7.894784,9.7991295,2.0162106,9.341908
11689,10.625425,6.4948797,8.389738,8.551841
11690,7.791368,8.562769,6.972306,6.9826565
11691,5.9932694,10.35823,10.702511,8.385592
11692,8.787772,4.389761,11.174782,6.473428
11693,8.112468,7.874771,7.297576,10.700062
11694,9.882965,8.792142,6.0210767,3.7039468
11695,7.713185,11.361292,12.748841,6.150547
11696,9.509579,7.2219467,6.801346,13.33907
11697,4.558975,8.524075,5.3241773,8.552385
11698,9.4903145,9.940387,6.025467,9.650233
11699,8.4282875,9.453443,7.8605695,8.399818
11700,10.99776,7.9196525,7.174283,10.795312
11701,6.897773,11.033695,11.915709,9.321911
11702,2.9568324,4.6612387,8.464247,5.6209836
11703,4.1563864,6.845444,4.744996,5.817055
11704,8.653573,1.9792259,7.8103585,9.795883
11705,9.986185,3.546855,8.260893,8.460161
11706,9.136032,8.450482,6.7382026,11.007176
11707,8.421848,7.2468157,4.9732013,5.2519064
11708,11.341994,10.769358,6.838404,8.938015
11709,8.551714,5.5876517,7.868276,6.297279
11710,7.139949,6.416096,10.516001,9.182486
11711,6.688867,9.708785,15.094092,12.034679
11712,7.171699,10.125554,12.30857,7.6215053
11713,7.7340264,6.4540462,5.6280427,8.533669
11714,8.337364,9.3311205,9.435747,4.2292423
11715,9.434693,8.41877,7.066301,11.086007
11716,7.608507,7.3096395,8.735077,8.093753
11717,6.3178287,11.008047,10.435826,13.375505
11718,4.7656784,9.919188,6.50282,8.569033
11719,7.403837,8.02825,5.711053,9.2152815
11720,6.969205,8.741496,9.644365,9.007193
11721,7.184653,10.943535,5.284115,6.051519
11722,6.820445,9.628451,10.286489,8.960214
11723,10.80033,7.697462,10.204032,6.7321362
11724,8.115266,6.811044,6.2197986,5.9011626
11725,8.738312,7.937531,8.163308,10.661763
11726,10.832707,5.432381,6.71437,6.7130375
11727,10.679364,7.9868617,6.0334344,5.057257
11728,8.12677,6.6586456,8.280886,9.844839
11729,8.851284,5.6330338,4.3082657,5.549953
11730,7.5484524,7.799619,11.5711,12.395351
11731,6.60989,8.494766,10.544377,10.015006
11732,6.8416486,8.673983,8.657281,9.552819
11733,7.478358,4.847261,11.194541,5.999644
11734,11.796371,8.241359,6.8593707,6.229649
11735,7.2366867,8.105436,6.3995547,5.913978
11736,3.9717412,9.124778,6.1654544,3.9099305
11737,10.698239,7.64397,5.345747,10.163396
11738,10.396366,11.422336,12.032461,8.966914
11739,6.957047,6.300606,6.052858,4.7618413
11740,6.145342,5.8691463,9.899147,8.1685295
11741,5.211491,9.453739,6.807796,6.489721
11742,8.893307,8.738857,5.5582314,11.268165
11743,6.2899218,5.5268383,10.231374,3.3236787
11744,12.128132,5.672504,8.133522,4.336175
11745,3.9052987,5.3687525,4.4101477,8.05728
11746,10.801081,6.681244,7.3219934,9.114827
11747,7.7861304,6.975575,7.38987,3.386287
11748,4.5321703,6.086148,7.842878,10.678934
11749,8.087254,7.7391596,7.872168,8.230154
11750,9.126838,8.709596,4.258976,7.5336185
11751,7.449674,9.12086,8.368364,6.7220225
11752,7.910505,6.6808124,7.954561,6.113707
11753,8.450991,7.7619953,11.354498,4.0830817
11754,11.888875,9.508698,11.561319,10.163816
11755,7.220015,4.1695023,8.453884,5.823378
11756,4.2270226,10.104606,8.632975,4.4653153
11757,8.122076,8.364379,8.354539,3.2920513
11758,10.788712,6.7217855,4.184887,9.228451
11759,6.926473,10.257795,6.9653997,10.99694
11760,5.879962,4.4128895,10.594663,11.035173
11761,9.852649,9.997436,6.0441804,11.170063
11762,8.355874,11.316611,4.1152883,10.249046
11763,9.963108,8.201281,6.596968,7.3129683
11764,10.263945,8.655677,11.111178,4.5689216
11765,11.947118,9.942426,11.005429,8.967047
11766,11.561596,11.640769,9.253775,6.405071
11767,7.433742,14.022544,9.488309,12.3669615
11768,10.215663,10.86358,4.7706633,8.614033
11769,3.9301982,9.332374,3.7607102,2.53227
11770,11.036393,8.674099,6.8235455,9.838223
11771,5.3521156,12.503542,11.7127695,7.8007145
11772,9.816604,11.38591,9.325975,9.53911
11773,9.380065,9.597591,10.366374,8.819733
11774,7.5595765,10.246517,5.230537,10.624524
11775,3.6439939,8.585377,4.931113,3.7133684
11776,4.3564386,10.923177,10.199909,10.141236
11777,9.628645,8.166865,7.923457,9.910594
11778,10.226712,4.952683,6.7781944,9.199027
11779,4.7369823,9.472673,5.4579077,6.933934
11780,6.749563,9.806528,13.980674,5.188793
11781,9.322529,11.225524,7.9644814,11.343176
11782,7.656443,12.8098955,13.247391,6.191856
11783,5.0439286,10.279068,10.338893,4.454502
11784,9.075029,10.003356,11.626468,8.171574
11785,6.888728,9.689056,8.376567,5.246686
11786,6.97146,4.691115,7.3260307,10.580289
11787,4.6991143,9.088957,9.278602,2.159922
11788,12.373702,10.002942,7.1530848,11.151783
11789,10.9151125,11.120427,5.413219,8.272713
11790,12.330131,5.471093,7.100383,10.047945
11791,6.1433573,7.0525036,6.3234553,11.241126
11792,12.474454,12.4599495,6.1773705,4.6956453
11793,7.2360215,7.293134,10.282825,3.4471233
11794,10.029901,7.7462363,11.298397,7.445759
11795,6.56017,9.026076,1.926989,10.96427
11796,6.3422785,4.964444,6.630984,4.6951594
11797,7.5389476,7.543624,11.063322,9.501806
11798,11.85527,4.944893,9.461206,8.905232
11799,7.790343,5.6520133,8.442818,12.376376
11800,6.3099146,11.759966,10.5946045,6.988246
11801,8.73474,3.7762964,4.5093207,9.664466
11802,8.979366,8.171549,6.400809,10.366597
11803,10.828998,9.645561,5.7106,8.623316
11804,8.209215,7.6939106,6.1854396,7.2154593
11805,10.640068,10.171691,3.6815495,5.724957
11806,1.8961223,7.353132,9.72994,9.770327
11807,7.7869,8.423418,6.614293,7.4758286
11808,7.7838783,6.453158,8.401516,9.431128
11809,9.727147,7.644191,6.332218,7.9188647
11810,10.956391,7.421174,6.174738,7.3053513
11811,7.847255,11.18359,4.6856785,10.842103
11812,10.5256195,8.294413,7.3711314,4.351589
11813,8.0716,12.726625,6.621566,9.48008
11814,4.8640866,9.596968,5.5213523,8.420412
11815,3.4723604,5.8057284,8.748206,9.85908
11816,13.317608,6.690262,10.058353,5.8468933
11817,7.1466208,2.9008856,9.674104,10.073804
11818,11.001957,7.838528,1.8037941,9.66791
11819,10.252999,9.4128895,4.5329666,5.951241
11820,11.942269,9.255434,6.7704806,5.834996
11821,4.7835236,7.7732005,8.0105,9.895651
11822,4.2466717,6.68675,6.922926,10.339759
11823,3.6393383,7.0994163,6.715434,4.818028
11824,9.062696,8.142335,7.485084,11.643066
11825,7.9809246,7.3425217,2.7122848,7.904545
11826,6.3425794,7.5353622,7.2866144,8.0681305
11827,12.047881,7.258082,10.346536,6.8779793
11828,5.6878653,8.04277,10.822146,13.056587
11829,7.3277645,5.75595,3.8395462,9.262024
11830,9.138155,8.431272,8.792223,2.9424856
11831,5.4481416,8.57568,7.3141594,8.166092
11832,5.3426447,7.8737683,9.666281,7.276092
11833,10.869324,10.399446,9.472422,10.589632
11834,7.190208,12.230782,11.372244,11.370171
11835,8.995432,11.006463,9.205996,9.158265
11836,7.84365,10.003893,6.877343,7.218272
11837,7.7499447,8.107933,7.6619487,8.795458
11838,5.9745636,11.692364,5.350666,3.705924
11839,5.440871,5.7459984,6.570554,4.9619923
11840,10.359492,10.007381,11.233064,11.922378
11841,8.269093,3.7686968,13.609226,4.4307976
11842,12.479531,8.138489,12.097245,14.392122
11843,7.1334896,4.4868336,3.533589,3.5724907
11844,9.960501,4.7959247,4.162291,10.412106
11845,12.321656,6.8620157,8.340149,12.771414
11846,5.2773795,8.974554,10.700349,6.7835174
11847,9.781582,5.3111415,11.908629,5.779786
11848,10.566791,7.013014,5.0574417,6.765302
11849,3.9145374,8.645934,5.691053,11.782776
11850,8.801846,11.009232,4.4965043,12.662239
11851,9.693386,9.625118,7.1593995,6.664791
11852,7.985674,9.412239,6.0830626,9.084199
11853,8.481476,6.9426365,7.1717424,8.917875
11854,8.733875,5.4990525,9.918945,9.106394
11855,6.7840924,6.0155244,5.5294027,7.6395473
11856,1.8654616,12.275917,5.4968824,4.667132
11857,6.866184,10.333273,6.3550887,9.543219
11858,8.841447,5.7638984,9.465022,5.4804664
11859,7.8287168,9.322125,5.9621654,10.943965
11860,10.015842,10.559372,8.045893,9.305385
11861,8.856855,11.857149,7.1403675,8.865387
11862,8.768946,10.957431,6.463795,9.2090435
11863,1.8904681,6.1960025,2.52769,5.980531
11864,10.2097225,7.1293035,9.133454,4.15001
11865,10.13431,11.84849,4.9098177,10.855611
11866,9.14037,6.4697275,7.263822,6.2245646
11867,7.568083,7.4215436,9.443717,6.505502
11868,10.66702,10.386354,14.4738,7.035014
11869,9.517023,6.005756,9.174215,12.508681
11870,4.2859964,5.455439,7.7028246,12.506006
11871,5.0706677,9.348321,8.789593,12.009724
11872,10.864131,9.1527815,11.591357,7.383608
11873,8.77356,9.139918,3.694562,9.67242
11874,9.7114105,9.336475,6.5648317,9.969091
11875,10.663686,4.472858,5.9588428,6.300834
11876,4.9036274,5.431965,6.785545,10.886759
11877,10.396393,7.7879343,11.130757,5.3910365
11878,6.27236,10.9242935,9.772817,2.3157864
11879,7.949454,8.848904,11.324285,8.730002
11880,5.2008495,8.577991,5.6674047,7.4943566
11881,7.970943,5.0612664,7.439976,8.069489
11882,6.4189863,6.2967014,7.788855,8.550817
11883,9.38805,8.292372,7.4919214,7.5092177
11884,6.1082473,5.121797,9.164616,9.136089
11885,11.302951,14.382764,11.072626,8.442274
11886,4.2291374,6.1024303,5.2954006,5.2006035
11887,7.059056,8.521038,9.76734,10.103878
11888,9.014748,6.5512757,6.9582505,9.056758
11889,9.063784,8.104048,6.205999,12.208537
11890,4.25256,8.411724,7.2542863,4.940922
11891,8.714591,6.491638,6.171052,11.975218
11892,11.153399,11.536685,8.466039,9.536589
11893,3.9397616,8.353296,5.7045994,12.798307
11894,5.7898817,6.2674046,9.290539,7.3600755
11895,11.8249035,5.76741,4.4052625,7.1811843
11896,4.913702,11.500732,8.007476,9.207718
11897,12.869769,10.204065,8.013808,6.1107736
11898,12.2287245,4.8742385,5.4487514,8.754404
11899,8.114269,5.145558,3.7134032,5.353285
11900,5.6549845,7.573887,3.7624817,11.857755
11901,4.4941387,10.807402,11.575817,10.725684
11902,7.7584057,7.2993236,6.5997987,8.423866
11903,8.714343,6.1152096,10.235122,8.1116905
11904,7.2462173,4.756884,7.790388,9.547232
11905,8.339405,6.766005,7.4659243,8.188163
11906,6.8255725,3.9639933,6.939147,9.18278
11907,4.2039685,10.22403,2.8423607,5.9498863
11908,9.237503,9.165965,5.9598913,8.4431
11909,4.7334876,9.831208,4.814487,6.3021774
11910,9.548142,6.125189,5.1048865,9.004375
11911,10.170074,10.031468,9.3503275,7.2071576
11912,5.288033,7.352521,10.184879,11.274271
11913,4.1973248,9.152504,12.661543,11.463919
11914,8.5860405,4.9958916,10.726482,5.9302344
11915,6.1667,9.1729355,11.928569,8.603687
11916,7.750203,5.3357234,4.368603,5.5501876
11917,7.504358,8.045479,7.8734937,7.934285
11918,8.242722,5.965333,6.9059305,6.8922353
11919,8.941975,4.7908664,9.067127,6.8482985
11920,9.702257,10.974746,14.399239,2.370369
11921,7.611409,4.1367683,8.66044,10.544877
11922,11.672639,7.028316,4.0544024,7.9145494
11923,8.540329,8.626404,2.0642338,6.0999494
11924,10.912526,6.5927663,5.4331703,6.58841
11925,8.201582,11.49296,6.583637,7.0428004
11926,3.8595195,7.92947,7.6289496,7.1059113
11927,9.428616,6.620687,3.7596931,10.633154
11928,7.596861,8.387007,10.758048,9.324022
11929,9.036262,12.845498,8.210892,9.395181
11930,7.9175863,10.562562,6.8893747,6.6592007
11931,4.3334436,8.540439,5.9101987,7.271049
11932,8.024016,5.980275,7.4321547,7.5226326
11933,7.581041,8.636639,10.441044,10.877396
11934,8.367972,9.655974,4.134927,4.854732
11935,8.31963,7.883821,9.523208,9.217283
11936,11.227222,8.45736,7.7560577,9.373356
11937,4.4272738,6.3226986,9.645968,8.554399
11938,10.523422,8.59851,8.74786,11.908845
11939,4.3081875,4.3775997,9.379421,3.812747
11940,7.755742,3.6558013,6.688247,6.5432706
11941,7.096419,2.9859905,6.1118937,5.9800777
11942,7.27217,5.7517586,10.021625,6.6836553
11943,8.236151,6.4783335,6.550065,5.993917
11944,6.833743,6.1537504,10.000489,8.494144
11945,9.336785,5.180567,11.048155,5.8529115
11946,5.0908403,4.697905,7.465171,7.538099
11947,8.391617,12.770028,7.1088963,5.2258883
11948,1.6001109,8.016762,5.1485,10.080326
11949,4.8295426,4.780575,8.263706,9.744779
11950,6.261871,5.605634,5.7369127,11.201955
11951,9.709299,8.142223,10.84779,8.689311
11952,11.424773,5.3144236,8.4439945,5.6467943
11953,4.5802073,11.326604,6.655018,10.042162
11954,9.262177,7.3611455,7.39389,11.185327
11955,10.252483,6.1226735,6.647249,9.623506
11956,6.825472,8.117405,4.721169,6.9843607
11957,8.345242,6.295293,5.0031075,8.412517
11958,4.5475025,9.781135,12.344018,5.251675
11959,4.235316,7.81775,10.404354,6.979471
11960,10.451961,6.0628505,7.1525245,4.4873705
11961,9.399119,6.0170927,10.018887,8.3290825
11962,7.4241843,3.964535,8.046415,5.553951
11963,6.630254,8.4962845,9.21019,6.890228
11964,7.0664926,10.792638,10.195636,8.483694
11965,7.6434083,6.4494596,11.375145,5.908598
11966,9.059915,8.218601,9.184722,5.58815
11967,6.5251493,6.9262667,10.466347,4.1982927
11968,8.552556,5.9657946,8.240946,7.8915796
11969,5.5572777,7.4825926,7.298161,8.046312
11970,9.403931,4.672204,5.6152515,4.265382
11971,9.976846,11.2237425,6.4960938,9.041499
11972,4.217743,10.057859,6.3951087,7.5338697
11973,9.346756,6.808262,8.440872,10.226446
11974,4.8781543,7.3883243,7.863935,6.193953
11975,7.599849,9.378126,11.5720415,9.465495
11976,12.014109,4.2306395,9.570719,8.791389
11977,6.844625,5.6795964,9.219934,9.280425
11978,8.15844,10.510943,10.939581,7.261416
11979,8.189075,4.223467,2.9806507,7.5490937
11980,7.1745315,4.453624,10.01185,10.224284
11981,3.3550909,8.901072,5.7114763,6.7408676
11982,10.556409,11.354779,7.2259955,12.950559
11983,6.7251577,11.415015,6.1198435,1.9930177
11984,10.799482,11.678834,11.892078,12.341761
11985,8.079237,3.961378,5.942009,9.040877
11986,6.3069205,4.0953646,6.329598,11.354648
11987,9.328285,5.9787188,8.436008,7.522039
11988,8.893988,8.212011,12.76795,7.4961715
11989,4.690405,6.614107,10.6888685,7.450763
11990,5.3693414,10.0108185,6.0931597,4.928698
11991,5.689563,7.6336823,10.895907,11.244673
11992,6.5417256,8.247955,9.403755,12.800197
11993,12.629814,7.1492763,7.351286,6.665437
11994,7.749558,7.6019716,8.13118,11.427984
11995,8.808802,9.933356,7.4534483,8.797408
11996,8.621424,8.440073,5.769938,3.8076541
11997,6.063828,6.548471,10.191387,9.000644
11998,11.292402,6.1671743,7.1816626,6.072447
11999,8.375166,7.1990623,7.1549373,10.486675
12000,7.2898884,7.2205615,7.91598,9.970194
12001,6.7050815,8.3818035,6.598401,9.387464
12002,8.497999,13.298773,9.132423,8.079187
12003,7.802553,5.451007,7.0682235,9.60679
12004,5.363227,10.532969,11.002694,12.679416
12005,8.228872,3.8325288,4.5050626,6.9904904
12006,10.188762,11.027877,6.695775,6.119886
12007,6.9183483,9.374422,9.209377,8.001543
12008,6.8662057,5.651114,6.6270647,6.9086614
12009,5.8753967,1.6409425,7.1849294,10.7106495
12010,8.7767935,4.473489,8.973737,8.296175
12011,7.95455,8.999668,6.771348,9.351701
12012,3.7555103,10.672876,8.511149,6.060393
12013,13.462887,11.050212,9.129289,6.9038043
12014,10.564482,6.665721,9.949477,8.1991205
12015,11.552337,11.254578,7.5334005,6.682906
12016,9.489431,8.367556,7.807495,4.4929094
12017,5.2098293,11.728846,6.1459002,5.69376
12018,12.796619,7.7604713,9.749507,11.893077
12019,8.132067,5.211756,12.854577,7.6060944
12020,9.306831,11.555136,9.882952,5.5005894
12021,10.658276,7.653569,8.899256,8.0418415
12022,6.2388377,5.815794,8.751062,8.593557
12023,4.566075,11.617931,7.5182996,8.867115
12024,12.568423,7.6203036,8.83469,7.5503645
12025,6.5895934,5.344753,6.0916734,8.185469
12026,8.394787,6.158436,6.877807,3.686191
12027,9.344728,8.417842,6.919942,9.937656
12028,9.658592,6.786296,7.3936687,7.909887
12029,5.1183453,5.5742736,6.542669,5.4143615
12030,7.2944245,8.380207,7.2214103,9.229521
12031,12.062444,7.381388,5.094403,6.7265406
12032,5.9878774,7.2408085,10.898994,4.9002123
12033,5.7933173,7.9859686,8.435383,4.917922
12034,3.9581552,5.3555,9.66422,7.9958687
12035,9.887448,8.34986,6.7115026,5.1162953
12036,10.547648,9.905615,9.003268,7.4187746
12037,9.731121,14.190061,9.176036,7.2188463
12038,5.962615,10.742119,7.318067,9.332372
12039,4.7016044,6.5526752,4.4157896,7.8176556
12040,9.696449,6.010309,9.747867,7.7441945
12041,8.855926,8.301277,7.0353756,7.1585894
12042,9.535472,5.7602987,8.032437,7.710887
12043,6.034895,10.655877,7.8311896,9.926084
12044,6.4930143,7.6555815,9.064914,6.785771
12045,8.636132,5.543853,12.983788,7.837319
12046,9.817987,8.909027,7.1810904,7.3344917
12047,7.8574014,8.31934,12.006348,9.252468
12048,11.036947,8.352251,7.056384,11.475468
12049,8.129932,10.538237,6.766583,10.007392
12050,5.5647554,4.511167,6.8059063,5.5970974
12051,6.9018364,6.2388167,2.9157345,4.7768283
12052,8.363739,6.4307313,8.378769,6.867969
12053,6.1516504,8.185304,9.509691,10.138634
12054,12.348611,8.477204,1.331631,9.77867
12055,10.052864,9.695699,4.7176642,7.527191
12056,8.579942,5.7202697,8.236076,4.7500563
12057,9.261777,9.369381,10.337708,2.0766802
12058,5.228819,4.6914268,7.9473457,7.8735986
12059,8.186878,12.577214,3.7288287,8.713069
12060,9.232918,9.187949,6.8425775,7.076011
12061,8.856828,5.790339,7.0290284,9.1680155
12062,10.033093,8.849872,4.1181803,7.613457
12063,6.2462316,5.4551353,7.603043,8.842397
12064,6.5387354,7.400044,8.301432,9.41231
12065,5.922147,11.262379,5.9113584,7.7634616
12066,3.071752,6.5106163,6.974449,5.528762
12067,10.800766,8.487469,8.772025,6.8553066
12068,5.0429664,7.9797773,14.989234,4.8758135
12069,6.60717,8.546572,7.6659985,3.0620422
12070,9.0037155,10.963161,3.198543,5.5094547
12071,11.194822,12.713561,8.074761,10.296238
12072,7.5039234,8.261093,4.7377214,12.540693
12073,9.364742,7.061564,8.176885,9.904633
12074,5.6529856,6.743835,8.776013,10.1418705
12075,5.0620475,10.755141,9.231349,8.673481
12076,7.2000475,6.953085,7.2289057,10.654344
12077,6.1370573,7.9519644,8.482368,9.624921
12078,6.4666696,10.959153,6.1078043,6.897811
12079,11.304091,9.305682,7.1961536,7.0898757
12080,10.43034,9.659658,7.1847553,3.7405674
12081,7.161676,9.613791,9.1032,8.399365
12082,10.836274,6.1039195,8.495573,12.597882
12083,6.3627462,7.618651,10.977798,11.948578
12084,0.787475,10.742747,13.030754,10.349224
12085,9.379584,10.417586,5.5834303,6.6570487
12086,10.793306,7.175435,10.171914,2.3889408
12087,10.557917,11.258459,10.604979,6.326978
12088,7.935141,8.632479,10.401073,7.690994
12089,7.6462965,11.345519,9.722856,9.521663
12090,11.790792,12.837068,11.166039,2.1395988
12091,7.1572495,8.758384,7.994708,10.870979
12092,5.890604,6.6180587,8.865844,11.598621
12093,9.930542,3.468941,10.3227625,5.96516
12094,7.859012,5.961046,10.489324,10.642589
12095,8.421072,8.621635,7.41531,5.84613
12096,12.488819,4.688674,6.6658306,4.4777346
12097,7.8889832,7.2397885,14.602277,7.19217
12098,6.2999377,12.743224,7.478369,7.027317
12099,9.876132,7.2267065,11.5159645,6.8308015
12100,4.1855173,3.9595757,7.1328597,7.5518956
12101,4.257638,12.048781,10.850973,6.3993773
12102,6.021694,10.544283,7.1203246,9.121928
12103,10.732396,7.9549065,8.671294,8.041388
12104,7.223985,4.499297,7.7322583,9.475238
12105,10.307895,5.069136,7.877745,6.9562955
12106,7.7289224,6.5243483,7.0394187,10.824997
12107,4.56957,5.5473437,11.360017,11.198444
12108,10.799685,9.158575,9.093232,5.547908
12109,9.567524,7.1202903,4.543901,14.847515
12110,7.4949956,9.840841,7.650773,9.716181
12111,9.527565,6.180531,6.5891,6.5436606
12112,7.653622,5.3756022,0.6116139,13.05071
12113,7.0103326,7.2806625,4.300132,5.712398
12114,12.367149,7.445653,9.969238,10.858665
12115,8.369,6.9029913,5.1649265,9.218075
12116,5.165865,11.298213,8.578099,5.58658
12117,12.209282,8.487848,13.016808,8.99837
12118,6.232649,7.067324,7.013933,9.891222
12119,7.544851,5.4961033,3.5269556,6.783961
12120,5.8458147,9.872663,9.034829,11.139669
12121,6.3210616,4.3742623,7.7992983,8.932202
12122,8.53307,13.091231,6.7804637,2.5349774
12123,7.426466,7.4223676,7.313425,9.467835
12124,10.33316,7.6197414,10.152224,14.305906
12125,5.662129,8.666194,13.642339,14.656358
12126,8.4567585,8.692227,6.4765253,5.078933
12127,6.016556,10.074285,11.25344,12.078601
12128,8.395521,12.785558,7.1032248,5.9176083
12129,7.2044997,5.8747797,11.438459,9.424819
12130,8.475485,12.174331,5.0776253,8.350912
12131,5.974953,5.7298007,7.051428,10.717977
